CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time,OFFICERS_AT_SCENE
1703170,16000106332,2016106332,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/28/16 0:54,59XX BLOCK OF 28 AV S,S,S1,10401.3006,-122.29688,47.54833,"(47.54833, -122.29688)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,3
1703171,16000106338,2016106338,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 0:55,18XX BLOCK OF S JACKSON ST,G,G2,9000.2023,-122.30831,47.599243,"(47.599243, -122.30831)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,4
1703172,16000106321,2016106321,64,SHOPLIFT,THEFT,SHOPLIFTING,3/28/16 0:54,8XX BLOCK OF VIRGINIA ST,M,M2,7300.3023,-122.33617,47.616055,"(47.616055, -122.33617)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/28/16 0:04,0
1703173,16000106290,2016106290,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,3/28/16 0:55,3 AV / VIRGINIA ST,M,M1,7200.1067,-122.3409,47.612396,"(47.612396, -122.3409)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 23:04,2
1703174,16000106289,2016106289,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 0:55,20XX BLOCK OF 2 AV,H,H3,8002.1001,-122.3424,47.612118,"(47.612118, -122.3424)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/27/16 22:50,0
1703175,16000106342,2016106342,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 1:04,2 AV / BELL ST,D,D1,8001.2009,-122.34566,47.61404,"(47.61404, -122.34566)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,4
1703176,16000106256,2016106256,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,3/28/16 1:03,52XX BLOCK OF 21 AV S,R,R1,10402.2011,-122.30614,47.555344,"(47.555344, -122.30614)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,3/27/16 22:20,2
1703177,16000106183,2016106183,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 1:00,50XX BLOCK OF 12 AV NE,U,U1,4400.4006,-122.31523,47.66568,"(47.66568, -122.31523)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/27/16 20:22,1
1703178,16000106353,2016106353,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/28/16 1:20,11XX BLOCK OF ALKI AV SW,W,W1,9600.5014,-122.386795,47.59515,"(47.59515, -122.386795)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,3
1703179,16000106352,2016106352,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/28/16 1:19,59XX BLOCK OF 28 AV S,S,S1,10401.3005,-122.29688,47.54924,"(47.54924, -122.29688)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,2
1703180,16000106346,2016106346,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 1:19,36XX BLOCK OF 4 AV S,O,O2,9300.3071,-122.3291,47.57155,"(47.57155, -122.3291)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,3
1703181,16000106325,2016106325,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,3/28/16 1:17,123XX BLOCK OF 28 AV NE,L,L1,700.1004,-122.29792,47.718376,"(47.718376, -122.29792)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,,4
1703182,16000106359,2016106359,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/28/16 1:27,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1703183,16000106355,2016106355,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 1:28,BOREN AV / E YESLER WY,H,H3,9100.1001,-122.317825,47.601696,"(47.601696, -122.317825)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1703184,16000106351,2016106351,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 1:31,60XX BLOCK OF AIRPORT WY S,O,O3,10900.2087,-122.31651,47.548866,"(47.548866, -122.31651)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,3
1703185,16000106345,2016106345,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 1:29,52XX BLOCK OF 12 AV NE,U,U1,4400.4002,-122.3152,47.667503,"(47.667503, -122.3152)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,0
1703186,16000106309,2016106309,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,3/28/16 1:20,90XX BLOCK OF 18 AV SW,H,H1,11402.2001,-122.3578,47.52195,"(47.52195, -122.3578)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,3/27/16 23:37,2
1703187,16000106299,2016106299,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 1:29,1XX BLOCK OF PIKE ST,M,M1,8100.3001,-122.33946,47.609055,"(47.609055, -122.33946)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/27/16 23:23,1
1703188,16000106336,2016106336,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/28/16 1:46,4XX BLOCK OF EASTLAKE AV E,D,D3,7300.1013,-122.329155,47.62255,"(47.62255, -122.329155)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,3/28/16 0:37,1
1703189,16000106307,2016106307,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,3/28/16 1:43,23XX BLOCK OF EASTLAKE AV E,D,D3,6100.4005,-122.32589,47.64088,"(47.64088, -122.32589)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/27/16 23:39,1
1703190,16000106374,2016106374,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/28/16 2:00,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,"(47.600464, -122.33081)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,3
1703191,16000106369,2016106369,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 1:59,20 AV NE / NE 45 ST,U,U1,5302.3013,-122.306526,47.661255,"(47.661255, -122.306526)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1703192,16000106366,2016106366,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 2:03,15XX BLOCK OF E OLIVE WY,E,E1,7402.3004,-122.32594,47.618114,"(47.618114, -122.32594)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,,3
1703193,16000106365,2016106365,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/28/16 1:56,92XX BLOCK OF RAINIER AV S,S,S3,11800.401,-122.26926,47.51992,"(47.51992, -122.26926)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,1
1703194,16000106267,2016106267,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 1:51,2 AV / STEWART ST,M,M1,8002.1002,-122.340454,47.610962,"(47.610962, -122.340454)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/27/16 22:16,3
1703195,16000106387,2016106387,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/28/16 2:26,20XX BLOCK OF WESTLAKE AV,D,D2,7200.106,-122.337875,47.615887,"(47.615887, -122.337875)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,3
1703196,16000106384,2016106384,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 2:32,3XX BLOCK OF BELLEVUE AV E,E,E1,7400.7005,-122.326584,47.621407,"(47.621407, -122.326584)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,3
1703197,16000106380,2016106380,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 2:34,17XX BLOCK OF SUMMIT AV,E,E1,7402.2004,-122.325554,47.61704,"(47.61704, -122.325554)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,3
1703198,16000106379,2016106379,350,HAZARDS,HAZARDS,HAZARDS,3/28/16 2:17,12 AV / E JEFFERSON ST,G,G1,8600.1017,-122.31678,47.6062,"(47.6062, -122.31678)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1703199,16000106371,2016106371,161,TRESPASS,TRESPASS,TRESPASS,3/28/16 2:33,11XX BLOCK OF JOHN ST,D,D3,7300.3013,-122.33506,47.61968,"(47.61968, -122.33506)",TRESPASS,TRESPASS,TRESPASS,,1
1703200,16000106370,2016106370,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 2:17,11XX BLOCK OF NE 47 ST,U,U2,5301.2004,-122.31581,47.66311,"(47.66311, -122.31581)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1703201,16000106368,2016106368,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",3/28/16 2:22,17XX BLOCK OF E MADISON ST,C,C2,7900.4,-122.309494,47.615864,"(47.615864, -122.309494)",TRESPASS,TRESPASS,TRESPASS,,1
1703202,16000106362,2016106362,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,3/28/16 2:14,MCCLINTOCK AV S / S BYRON ST,H,H2,9500.4021,-122.29248,47.57475,"(47.57475, -122.29248)",NOISE - ANIMAL (INCLUDES BARKING DOGS),DISTURBANCES,NOISE DISTURBANCE,,1
1703203,16000106361,2016106361,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 2:30,9XX BLOCK OF 9 AV,E,E3,8200.2008,-122.327034,47.60805,"(47.60805, -122.327034)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,,2
1703204,16000106341,2016106341,183,"NARCOTICS FOUND, RECOVERED",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/28/16 2:28,20XX BLOCK OF NE 90 ST,L,L2,2000.1011,-122.306175,47.693935,"(47.693935, -122.306175)",NARCOTICS - FOUND,NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/28/16 1:24,2
1703205,16000106319,2016106319,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,3/28/16 2:24,37XX BLOCK OF 60 AV SW,W,W2,9701.4007,-122.40951,47.57075,"(47.57075, -122.40951)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,3/28/16 0:56,1
1703206,16000106253,2016106253,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,3/28/16 2:07,23XX BLOCK OF EASTLAKE AV E,D,D3,6100.4005,-122.32589,47.64088,"(47.64088, -122.32589)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,3/27/16 22:50,1
1703207,16000106386,2016106386,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,3/28/16 2:38,MCCLINTOCK AV S / S BYRON ST,R,R2,9500.4021,-122.29248,47.57475,"(47.57475, -122.29248)",NOISE - ANIMAL (INCLUDES BARKING DOGS),DISTURBANCES,NOISE DISTURBANCE,,3
1703209,16000106396,2016106396,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/28/16 2:54,BELLEVUE AV E / E THOMAS ST,E,E1,7401.3009,-122.32658,47.620827,"(47.620827, -122.32658)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,,3
1703210,16000106390,2016106390,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 2:47,WEST SEATTLE BR / WB,W,W1,9300.3138,-122.34951,47.571014,"(47.571014, -122.34951)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,,2
1703211,16000106388,2016106388,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/28/16 2:41,6XX BLOCK OF E PINE ST,E,E1,8400.1002,-122.323944,47.615227,"(47.615227, -122.323944)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,1
1703212,16000106400,2016106400,161,TRESPASS,TRESPASS,TRESPASS,3/28/16 3:01,6XX BLOCK OF 1 AV N,H,H1,7000.3021,-122.3554,47.625015,"(47.625015, -122.3554)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,3
1703213,16000106395,2016106395,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 2:50,5 AV N / BROAD ST,Q,Q3,7100.2001,-122.347595,47.621437,"(47.621437, -122.347595)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,2
1703214,16000106391,2016106391,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/28/16 2:52,25XX BLOCK OF 1 AV,D,D1,8001.101,-122.34921,47.61497,"(47.61497, -122.34921)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,,1
1703215,16000106297,2016106297,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,3/28/16 3:03,9XX BLOCK OF 23 AV S,G,G3,9000.1013,-122.302216,47.593803,"(47.593803, -122.302216)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,3/27/16 23:22,0
1703216,16000106236,2016106236,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/28/16 2:52,2XX BLOCK OF PIKE ST,M,M3,8100.2004,-122.33835,47.609516,"(47.609516, -122.33835)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/27/16 21:35,2
1703217,16000106367,2016106367,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 3:07,3XX BLOCK OF BROAD ST,Q,Q3,7200.1079,-122.34961,47.619164,"(47.619164, -122.34961)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,,1
1703218,16000106272,2016106272,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/28/16 3:09,RAINIER AV S / S HENDERSON ST,S,S2,11800.4006,-122.26999,47.523308,"(47.523308, -122.26999)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/27/16 22:26,1
1703219,16000106378,2016106378,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 3:12,BROADWAY / E UNION ST,E,E2,7500.4016,-122.32076,47.61296,"(47.61296, -122.32076)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 2:09,2
1703220,16000106287,2016106287,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,3/28/16 3:16,4XX BLOCK OF NE THORNTON PL,L,L2,1900.1008,-122.32463,47.70231,"(47.70231, -122.32463)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",3/27/16 23:35,1
1703221,16000106402,2016106402,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/28/16 3:21,10 AV / E PIKE ST,E,E2,7500.4016,-122.31945,47.614082,"(47.614082, -122.31945)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,,2
1703222,16000106401,2016106401,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 3:29,2XX BLOCK OF 25 AV E,C,C3,7700.4,-122.29987,47.620586,"(47.620586, -122.29987)",PROWLER - IP/JO,PROWLER,PROWLER,,2
1703223,16000106398,2016106398,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 3:21,20XX BLOCK OF EASTLAKE AV E,D,D3,6600.2009,-122.3259,47.63751,"(47.63751, -122.3259)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,4
1703224,16000105974,2016105974,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/27/16 17:34,12 AV S / S KING ST,G,G3,9100.1012,-122.31723,47.59834,"(47.59834, -122.31723)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,,1
1703225,16000106397,2016106397,161,TRESPASS,TRESPASS,TRESPASS,3/28/16 3:33,19XX BLOCK OF BOREN AV,D,D3,7300.2014,-122.33337,47.61733,"(47.61733, -122.33337)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,3/28/16 2:41,1
1703226,16000106409,2016106409,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 3:55,10XX BLOCK OF NE 96 ST,L,L2,2000.201,-122.31624,47.698555,"(47.698555, -122.31624)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,1
1703227,16000106363,2016106363,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 3:48,31 AV S / S MCCLELLAN ST,R,R2,9500.4007,-122.293,47.578342,"(47.578342, -122.293)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 1:43,3
1703228,16000106425,2016106425,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/28/16 3:59,7XX BLOCK OF E DENNY WY,E,E1,7402.1009,-122.32286,47.61873,"(47.61873, -122.32286)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,,1
1703229,16000106422,2016106422,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 4:08,28XX BLOCK OF 15 AV W,Q,Q2,5802.2,-122.37627,47.645664,"(47.645664, -122.37627)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,1
1703230,16000106418,2016106418,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/28/16 4:11,9XX BLOCK OF S EDDY ST,O,O3,10900.2096,-122.3201,47.54572,"(47.54572, -122.3201)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,1
1703231,16000106417,2016106417,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/28/16 4:02,17XX BLOCK OF NE RAVENNA BV,H,H2,4400.1024,-122.30898,47.6702,"(47.6702, -122.30898)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1703232,16000106433,2016106433,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 4:25,11XX BLOCK OF ELLIOTT AV W,Q,Q2,5802.201,-122.372086,47.629436,"(47.629436, -122.372086)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,,2
1703233,16000106408,2016106408,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/28/16 4:21,15XX BLOCK OF PIKE PL,M,M1,8100.3008,-122.34063,47.608723,"(47.608723, -122.34063)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,2
1703234,16000106430,2016106430,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/28/16 4:26,90XX BLOCK OF 16 AV SW,H,H3,11300.3007,-122.35512,47.52195,"(47.52195, -122.35512)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,,1
1703235,16000106419,2016106419,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,3/28/16 4:21,15XX BLOCK OF PIKE PL,M,M1,8100.3008,-122.34063,47.608723,"(47.608723, -122.34063)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,,4
1703236,16000106364,2016106364,53,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,3/28/16 4:32,6XX BLOCK OF COMSTOCK ST,Q,Q2,6700.4034,-122.34423,47.630585,"(47.630585, -122.34423)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,3/28/16 1:51,1
1703237,16000106354,2016106354,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 4:30,9XX BLOCK OF N 80 ST,J,J3,2800.1,-122.345856,47.686943,"(47.686943, -122.345856)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,0
1703238,16000106423,2016106423,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,3/28/16 4:33,133XX BLOCK OF 23 AV NE,L,L1,200.6022,-122.30458,47.725674,"(47.725674, -122.30458)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,,1
1703239,16000106404,2016106404,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 4:41,21XX BLOCK OF N 61 ST,J,J3,3600.3018,-122.33222,47.67291,"(47.67291, -122.33222)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,2
1703240,16000106116,2016106116,50,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,3/28/16 4:34,70XX BLOCK OF 17 AV NE,U,U1,2600.2011,-122.309875,47.680325,"(47.680325, -122.309875)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,3/27/16 22:39,4
1703241,16000106439,2016106439,350,HAZARDS,HAZARDS,HAZARDS,3/28/16 4:45,S RYAN ST / RENTON AV S,S,S3,11900.3001,-122.25875,47.509697,"(47.509697, -122.25875)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,,1
1703242,16000106394,2016106394,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 4:49,E PIKE ST / BELMONT AV,E,E3,8400.1004,-122.32446,47.61409,"(47.61409, -122.32446)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/16 2:35,3
1703243,16000106331,2016106331,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,3/28/16 5:02,N 141 ST / AURORA AV N,N,N2,401.1007,-122.34506,47.731037,"(47.731037, -122.34506)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,0
1703244,16000106323,2016106323,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,3/28/16 5:05,92XX BLOCK OF VIEW AV NW,J,J1,1500.2005,-122.40045,47.696804,"(47.696804, -122.40045)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,,1
1703245,16000106445,2016106445,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,3/28/16 5:01,10 AV / E PINE ST,E,E2,7500.5009,-122.319466,47.615242,"(47.615242, -122.319466)",UNKNOWN - COMPLAINT OF UNKNOWN NATURE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,,0
